airlineID,name,iata,icao,country,active
3083,Justice Prisoner and Alien Transportation System,1I,DOJ,United States,N
3084,K D Air Corporation,1I,KDC,Canada,N
3085,K S Avia,1I,KSA,Latvia,N
3086,K-Mile Air,1I,KMI,Thailand,N
3087,KD Avia,KD,KNI,Russia,Y
3088,KLM Cityhopper,WA,KLC,Netherlands,Y
3089,KLM Helicopter,1I,KLH,Netherlands,N
3090,KLM Royal Dutch Airlines,KL,KLM,Netherlands,Y
3091,Kabo Air,N2,QNK,Nigeria,N
3092,Kahama Mining Corporation,1I,KMC,Tanzania,N
3093,Kaiser Air,1I,KAI,United States,N
3094,Kalitta Air,K4,CKS,United States,N
3095,Kalitta Charters,1I,KFS,United States,N
3096,Kallat El Saker Air Company,1I,KES,Libya,N
3097,Kam Air,RQ,KMF,Afghanistan,Y
3098,Kampuchea Airlines,E2,KMP,Cambodia,N
3099,Kanaf-Arkia Airlines,1I,KIZ,Israel,N
3100,Kanfey Ha'emek Aviation,1I,KHE,Israel,N
3101,Kansas State University,1I,KSU,United States,N
3102,Karat,V2,AKT,Russia,N
3103,Karibu Airways Company,1I,KRB,Tanzania,N
3104,Karlog Air Charter,1I,KLG,Denmark,N
3105,Karthago Airlines,1I,KAJ,Tunisia,N
3106,Kartika Airlines,1I,KAE,Indonesia,N
3107,Kata Transportation,1I,KTV,Sudan,N
3108,Katekavia,1I,KTK,Russia,N
3109,Kato Airline,1I,KAT,Norway,N
3110,Kavminvodyavia,KV,MVD,Russia,Y
3111,Kavouras Inc,1I,XKA,United States,N
3112,Kaz Agros Avia,1I,KRN,Kazakhstan,N
3113,Kaz Air West,1I,KAW,Kazakhstan,N
3114,Kazan Aviation Production Association,1I,KAO,Russia,N
3115,Kazan Helicopters,1I,KPH,Russia,N
3116,Kazavia,1I,KKA,Kazakhstan,N
3117,Kazaviaspas,1I,KZS,Kazakhstan,N
3118,Keenair Charter -,1I,JFK,United Kingdom,N
3119,Kelix Air,1I,KLX,Nigeria,N
3120,Kelner Airways,1I,FKL,Canada,N
3121,Kelowna Flightcraft Air Charter,1I,KFA,Canada,N
3122,Kendell Airlines,1I,KDA,Australia,Y
3123,Kenmore Air,M5,KEN,United States,Y
3124,Kenn Borek Air,1I,KBA,Canada,N
3125,Kent Aviation,1I,KAH,Canada,N
3126,Kenya Airways,KQ,KQA,Kenya,Y
3127,Kevis,1I,KVS,Kazakhstan,N
3128,Key Airlines,1I,KEY,United States,N
3129,Key Lime Air,1I,LYM,United States,N
3130,Keystone Aerial Surveys,1I,FTP,United States,N
3131,Keystone Air Services,BZ,KEE,Canada,N
3132,Khalifa Airways,1I,KZW,Algeria,N
3133,Kharkov Aircraft Manufacturing Company,1I,WKH,Ukraine,N
3134,Khazar,1I,KHR,Turkmenistan,N
3135,Khoezestan Photros Air Lines,1I,KHP,Iran,N
3136,Khoriv-Avia,1I,KRV,Ukraine,N
3137,Khors Aircompany,1I,KHO,Ukraine,N
3138,Khyber Afghan Airlines,1I,KHY,Afghanistan,N
3139,Kiev Aviation Plant,1I,UAK,Ukraine,N
3140,King Aviation,1I,KNG,United Kingdom,N
3141,Kingfisher Air Services,1I,BEZ,United States,N
3142,Kingfisher Airlines,IT,KFR,India,Y
3143,Knighthawk Air Express,1I,KNX,Canada,N
3144,Kingston Air Services,1I,KAS,Canada,N
3145,Kinnarps,1I,KIP,Sweden,N
3146,Kinshasa Airways,1I,KNS,Democratic Republic of the Congo,N
3147,Kirov Air Enterprise,1I,KTA,Russia,N
3148,Kish Air,Y9,IRK,Iran,Y
3149,Kitty Hawk Aircargo,1I,KHA,United States,N
3150,Kitty Hawk Airways,1I,KHC,United States,N
3151,Kiwi International Air Lines,KP,KIA,United States,N
3152,Knight Air,1I,KNA,Canada,N
3153,Knighthawk Express,1I,KHX,United States,N
3154,Knights Airlines,1I,KGT,Nigeria,N
3155,Koanda Avacion,1I,KOA,Spain,N
3156,Koda International,1I,OYE,Nigeria,N
3157,Kogalymavia Air Company,7K,KGL,Russia,Y
3158,Kom Activity,1I,KOM,Netherlands,N
3159,Komiaviatrans State Air Enterprise,1I,KMA,Russia,N
3160,Komiinteravia,8J,KMV,Russia,N
3161,Komsomolsk-on-Amur Air Enterprise,1I,KNM,Russia,N
3162,Koob-Corp - 96 KFT,1I,KOB,Hungary,N
3163,Korean Air,KE,KAL,Republic of Korea,Y
3164,Kosmas Air,1I,KMG,Serbia,N
3165,Kosmos,1I,KSM,Russia,Y
3166,Kosova Airlines,1I,KOS,Serbia,N
3167,Kovar Air,1I,WOK,Czech Republic,N
3168,Krasnojarsky Airlines,7B,KJC,Russia,Y
3169,Kremenchuk Flight College,1I,KFC,Ukraine,N
3170,Krimaviamontag,1I,KRG,Ukraine,N
3171,Kroonk Air Agency,1I,KRO,Ukraine,N
3172,Krylo Airlines,K9,KRI,Russia,N
3173,Krym,1I,KYM,Ukraine,N
3174,Krystel Air Charter,1I,OPC,United Kingdom,N
3175,Kuban Airlines,GW,KIL,Russia,Y
3176,Kunpeng Airlines,VD,KPA,China,N
3177,Kurzemes Avio,1I,KZA,Russia,N
3178,Kustbevakningen,1I,KBV,Sweden,N
3179,Kuwait Airways,KU,KAC,Kuwait,Y
3180,Kuzu Airlines Cargo,GO,KZU,Turkey,Y
3181,Kvadro Aero,1I,QVR,Kyrgyzstan,N
3182,Kwena Air,1I,KWN,South Africa,N
3183,Kyrgyz Airlines,N5,KGZ,Kyrgyzstan,N
3184,Kyrgyz Trans Avia,1I,KTC,Kyrgyzstan,N
3185,Kyrgyzstan,QH,LYN,Kyrgyzstan,N
3186,Kyrgyzstan Airlines,R8,KGA,Kyrgyzstan,N
3187,Kyrgyzstan Department of Aviation,1I,DAM,Kyrgyzstan,N
3188,Kyrgz General Aviation,1I,KGB,Kyrgyzstan,N
3189,Kibris T,KY,KYV,Turkey,N
3190,L A Helicopter,1I,LAH,United States,N
3191,L J Aviation,1I,LJY,United States,N
3192,L R Airlines,1I,LRB,Czech Republic,N
3193,L&L Flygbildteknik,1I,PHO,Sweden,N
3194,L'Express,1I,LEX,United States,N
3195,L-3 Communications Flight Internation Aviation,1I,FNT,United States,N
3196,L.A.B. Flying Service,JF,LAB,United States,N
3197,LACSA,LR,LRC,Costa Rica,Y
3198,LADE - Lineas Aereas Del Estado,1I,LDE,Argentina,N
3199,LAI - Linea Aerea IAACA,KG,BNX,Venezuela,N
3200,LAN Airlines,LA,LAN,Chile,Y
3201,LAN Argentina,4M,DSM,Argentina,Y
3202,LAN Cargo,1I,LCO,Chile,N
3203,LAN Dominica,1I,LNC,Dominican Republic,N
3204,LAN Express,LU,LXP,Chile,Y
3205,LAN Peru,LP,LPE,Peru,Y
3206,LANSA,1I,LSA,Dominican Republic,N
3207,LAP Colombia - Lineas Aereas Petroleras,1I,APT,LAP,N
3208,LASTP,1I,OTN,S,N
3209,LC Busre,1I,LCB,Peru,N
3210,LOT Polish Airlines,LO,LOT,Poland,Y
3211,LTE International Airways,XO,LTE,Spain,Y
3212,LTU Austria,L3,LTO,Austria,Y
3213,LTU International,LT,LTU,Germany,N
3214,LTV Jet Fleet Corporation,1I,JFC,United States,N
3215,LUKoil-Avia,1I,LUK,Russia,N
3216,La Ronge Aviation Services,1I,ASK,Canada,N
3217,La Valenciana Taxi Aereo,1I,LVT,Mexico,N
3218,Labcorp,1I,SKQ,United States,N
3219,Labrador Airways,1I,LAL,Canada,N
3220,Lagun Air,N6,JEV,Spain,N
3221,Lake Havasu Air Service,1I,HCA,United States,N
3222,Lakeland Aviation,1I,LKL,United States,N
3223,Laker Airways,1I,LKR,United States,N
3224,Laker Airways (Bahamas),1I,LBH,United States,N
3225,Lamra,1I,LMR,Sudan,N
3226,Lanaes Aereas Trans Costa Rica,1I,TCR,Costa Rica,N
3227,Landsflug,1I,ISL,Iceland,N
3228,Langtry Flying Group,1I,PAP,United Kingdom,N
3229,Lankair,IK,LKN,Sri Lanka,N
3230,Lanza Air,1I,LZA,Spain,N
3231,Lanzarote Aerocargo,1I,LZT,Spain,N
3232,Lao Air Company,1I,LLL,Lao Peoples Democratic Republic,N
3233,Lao Airlines,QV,LAO,Lao Peoples Democratic Republic,Y
3234,Lao Capricorn Air,1I,LKA,Lao Peoples Democratic Republic,N
3235,Laoag International Airlines,L7,LPN,Philippines,N
3236,Laredo Air,1I,LRD,United States,N
3237,LatCharter,1I,LTC,Latvia,Y
3238,Latvian Air Force,1I,LAF,Latvia,N
3239,Lauda Air,NG,LDA,Austria,Y
3240,Lauda Air Italy,1I,LDI,Italy,N
3241,Laughlin Express,1I,LEP,United States,N
3242,Laus,1I,LSU,Croatia,N
3243,Lawrence Aviation,1I,LAR,United States,N
3244,Layang-Layang Aerospace,1I,LAY,Malaysia,N
3245,Lease-a-Plane International,1I,LPL,United States,N
3246,Lebanese Air Transport,LQ,LAQ,Lebanon,N
3247,Lebanese Air Transport (Charter),1I,LAT,Lebanon,N
3248,Lebanon Airport Development Corporation,1I,LAD,United States,N
3250,Leconte Airlines,1I,LCA,United States,N
3251,Leeward Islands Air Transport,LI,LIA,Antigua and Barbuda,Y
3252,Legend Airlines,1I,LGD,United States,N
3253,Leisure Air,1I,LWD,United States,N
3254,Lentini Aviation,1I,LEN,United States,N
3255,Leo-Air,1I,LOR,South Africa,N
3256,Leonsa De Aviacion,1I,LEL,Spain,N
3257,Libyan Airlines,1I,LYW,Libya,N
3258,Libyan Arab Airlines,LN,LAA,Libya,Y
3259,Libyan Arab Air Cargo,1I,LCR,Libya,N
3260,Lid Air,1I,LIQ,Sweden,N
3261,Lignes Aeriennes Congolaises,1I,LCG,Democratic Republic of the Congo,N
3262,Lignes Aeriennes Du Tchad,1I,LKD,Chad,N
3263,Lignes Mauritaniennes Air Express,1I,LME,Mauritania,N
3264,Lignes Nationales Aeriennes - Linacongo,1I,GCB,Republic of the Congo,N
3265,Lincoln Air National Guard,1I,GDQ,United States,N
3266,Lincoln Airlines,1I,LRT,Australia,N
3267,Lindsay Aviation,1I,LSY,United States,N
3268,Linea Aerea Costa Norte,1I,NOT,Chile,N
3269,Linea Aerea Mexicana de Carga,1I,LMC,Mexico,N
3270,Linea Aerea SAPSA,L7,LNP,Chile,N
3271,Linea Aerea de Fumig Aguas Negras,1I,NEG,Chile,N
3272,Linea Aerea de Servicio Ejecutivo Regional,8z,LER,Venezuela,N
3273,Linea De Aeroservicios,1I,LSE,Chile,N
3274,Linea Turistica Aerotuy,LD,TUY,Venezuela,N
3275,Lineas Aereas Alaire S.L.,1I,ALR,Spain,N
3276,Lineas Aereas Azteca,ZE,LCD,Mexico,N
3277,Lineas Aereas Canedo LAC,1I,LCN,Bolivia,N
3278,Lineas Aereas Comerciales,1I,LCM,Mexico,N
3279,Lineas Aereas Ejectuivas De Durango,1I,EDD,Mexico,N
3280,Lineas Aereas Eldorado,1I,EDR,Colombia,N
3281,Lineas Aereas Federales,1I,FED,Argentina,N
3282,Lineas Aereas Monarca,1I,LMN,Mexico,N
3283,Lineas Aereas San Jose,1I,LIJ,Mexico,N
3284,Lineas Aereas del Humaya,1I,UMA,Mexico,N
3285,Linex,1I,LEC,Central African Republic,N
3286,Linhas Aereas Santomenses,1I,SMS,S,N
3287,Linhas A,LM,LAM,Mozambique,Y
3288,Link Airways of Australia,1I,LAW,Australia,N
3289,Lion Air Services,1I,WGT,United Kingdom,N
3290,Lion Mentari Airlines,JT,LNI,Indonesia,Y
3291,Lions-Air,1I,LEU,Switzerland,N
3292,Lithuanian Air Force,1I,LYF,Lithuania,N
3293,Little Red Air Service,1I,LRA,Canada,N
3294,Livingston,LM,LVG,Italy,N
3295,Lloyd Aereo Boliviano,LB,LLB,Bolivia,N
3296,Lnair Air Services,1I,LNA,Spain,N
3297,Lockheed Air Terminal,1I,XLG,United States,N
3298,Lockeed Aircraft Corporation,1I,LAC,United States,N
3299,Lockheed DUATS,1I,XDD,United States,N
3300,Lockheed Martin Aeronautics,1I,CBD,United States,N
3301,Lockheed Martin Aeronautics Company,1I,LNG,United States,N
3302,Logan Air,1I,LOG,United Kingdom,N
3303,Lom Praha Flying School,1I,CLV,Czech Republic,N
3304,Lomas Helicopters,1I,LMS,United Kingdom,N
3305,London City Airport Jet Centre,1I,LCY,United Kingdom,N
3306,London Executive Aviation,1I,LNX,United Kingdom,N
3307,London Flight Centre (Stansted),1I,LOV,United Kingdom,N
3308,London Helicopter Centres,1I,LHC,United Kingdom,N
3309,Lone Star Airlines,1I,LSS,United States,N
3310,Long Island Airlines,1I,ORA,United States,N
3311,Longtail Aviation,1I,LGT,Bermuda,N
3312,Lorraine Aviation,1I,LRR,France,N
3313,Los Cedros Aviacion,1I,LSC,Chile,N
3314,Lotus Air,1I,TAS,Egypt,N
3315,Luchtvaartmaatschappij Twente,1I,LTW,Netherlands,N
3316,Lucky Air,1I,LKE,China,N
3317,Luft Carago,1I,LUT,South Africa,N
3318,Luftfahrt-Vermietungs-Dienst,1I,LVD,Austria,N
3319,Luftfahrtgesellschaft Walter,HE,LGW,Germany,Y
3320,Lufthansa,LH,DLH,Germany,Y
3321,Lufthansa Cargo,LH,GEC,Germany,Y
3322,Lufthansa CityLine,CL,CLH,Germany,Y
3324,Lufthansa Technik,1I,LHT,Germany,N
3325,Lufttaxi Fluggesellschaft,DV,LTF,Germany,N
3326,Lufttransport,L5,LTR,Norway,Y
3327,Luhansk,1I,LHS,Ukraine,N
3328,Lund University School of Aviation,1I,UNY,Sweden,N
3329,Luxair,LG,LGL,Luxembourg,Y
3330,Luxaviation,1I,LXA,Luxembourg,N
3331,Luxembourg Air Rescue,1I,LUV,Luxembourg,N
3332,Luxflight Executive,1I,LFE,Luxembourg,N
3333,Luxor Air,1I,LXO,Egypt,N
3334,Luzair,1I,LUZ,Portugal,N
3335,Lviv Airlines,5V,UKW,Ukraine,N
3336,Lydd Air,1I,LYD,United Kingdom,N
3337,Lynch Flying Service,1I,LCH,United States,N
3338,Lynden Air Cargo,L2,LYC,United States,N
3339,Lynx Air International,1I,LXF,United States,N
3340,Lynx Aviation,1I,LYX,Pakistan,N
3342,L,MJ,LPR,Argentina,Y
3343,L,1I,LAU,Colombia,N
3344,M & N Aviation,1I,JNH,United States,N
3345,MAC Fotografica,1I,MCF,Spain,N
3346,MANAG'AIR,1I,MRG,France,N
3347,MAP-Management and Planung,1I,MPJ,Austria,N
3348,MAS Airways,1I,TFG,United Kingdom,N
3349,MasAir,M7,MAA,Mexico,Y
3350,MAT Macedonian Airlines,IN,MAK,Macedonia,Y
3351,MCC Aviation,1I,MCC,South Africa,N
3352,MG Aviacion,1I,MGA,Spain,N
3353,MIA Airlines,1I,JLA,Romania,N
3354,MIAT Mongolian Airlines,OM,MGL,Mongolia,Y
3355,MIT Airlines,1I,MNC,Canada,N
3356,MK Airline,1I,MKA,Ghana,N
3357,MNG Airlines,MB,MNB,Turkey,Y
3358,MSR Flug-Charter,1I,EBF,Germany,N
3359,MTC Aviacion,1I,MCV,Mexico,N
3360,Mac Aviation,1I,MAQ,Spain,N
3361,Mac Dan Aviation Corporation,1I,MCN,United States,N
3362,MacKnight Airlines,1I,MTD,Australia,N
3363,Macair Airlines,CC,MCK,Australia,Y
3364,Macedonian Airlines,1I,MCS,Greece,N
3365,Madina Air,1I,MDH,Libya,N
3367,Magic Blue Airlines,1I,MJB,Netherlands,N
3368,Magna Air,1I,MGR,Austria,N
3369,Mahalo Air,1I,MLH,United States,N
3370,Mahan Air,W5,IRM,Iran,Y
3371,Mahfooz Aviation,M2,MZS,Gambia,N
3372,Maine Aviation,1I,MAT,United States,N
3373,Majestic Airlines,1I,MAJ,United States,N
3374,Mak Air,1I,AKM,Kazakhstan,N
3375,Malagasy Airlines,1I,MLG,Madagascar,N
3376,Malawi Express,1I,MLX,Malawi,N
3377,Malaya Aviatsia Dona,1I,MKK,Russia,N
3378,Malaysia Airlines,MH,MAS,Malaysia,Y
3379,Mali Air,1I,MAE,Austria,N
3380,Mali Air Express,1I,VXP,Mali,N
3381,Mali Airways,1I,MTZ,Mali,N
3382,Malila Airlift,1I,MLC,Democratic Republic of the Congo,N
3383,Mall Airways,1I,MLS,United States,N
3384,Malmo Aviation,1I,SCW,Sweden,Y
3385,Malmoe Air Taxi,1I,LOD,Sweden,N
3386,Malmö Aviation,TF,SCW,Sweden,Y
3387,Malta Air Charter,R5,MAC,Malta,Y
3388,Malta Wings,1I,MWS,Malta,N
3389,Malév,MA,MAH,Hungary,Y
3390,Manaf International Airways,1I,MLB,Burundi,N
3391,Mandala Airlines,RI,MDL,Indonesia,Y
3392,Mandarin Airlines,AE,MDA,Taiwan,Y
3393,Mango,JE,MNO,South Africa,Y
3394,Manhattan Air,1I,MHN,United Kingdom,N
3395,Manitoulin Air Services,1I,MTO,Canada,N
3396,Mann Air,1I,MNR,United Kingdom,N
3397,Mannion Air Charter,1I,MAN,United States,N
3398,Mantrust Asahi Airways,1I,MTS,Indonesia,N
3399,Manx Airlines,1I,MNX,United Kingdom,N
3400,Maple Air Services,1I,MAD,Canada,N
3401,March Helicopters,1I,MAR,United Kingdom,N
3402,Marcopolo Airways,1I,MCP,Afghanistan,N
3403,Marghi Air,1I,MGI,Nigeria,N
3404,Markair,1I,MRK,United States,N
3405,Markoss Aviation,1I,MKO,United Kingdom,N
3406,Mars RK,6V,MRW,Ukraine,N
3407,Marshall Aerospace,1I,MCE,United Kingdom,N
3408,Marsland Aviation,M7,MSL,Sudan,N
3409,Martin Aviation Services,1I,XMA,United States,N
3410,Martin-Baker,1I,MBE,United Kingdom,N
3411,Martinair,MP,MPH,Netherlands,Y
3412,Martinaire,1I,MRA,United States,N
3413,Martyn Fiddler Associates,1I,MFA,United Kingdom,N
3414,Marvin Limited,1I,MVN,United Kingdom,N
3415,Maryland State Police,1I,TRP,United States,N
3416,Massachusetts Institute of Technology,1I,MTH,United States,N
3417,Massey University School of Aviation,1I,MSY,New Zealand,N
3418,Master Airways,1I,MSW,Serbia,N
3419,Master Planner,1I,MPL,United States,N
3420,Masterjet,1I,LMJ,Portugal,N
3422,Mauria,1I,MIA,Mauritania,N
3423,Mauritanienne Aerienne Et Navale,1I,MNV,Mauritania,N
3424,Mauritanienne Air Fret,1I,MRF,Mauritania,N
3425,Mauritanienne Airways,1I,MWY,Mauritania,N
3426,Mauritanienne De Transport Aerien,1I,MDE,Mauritania,N
3427,Maverick Airways,1I,MVR,United States,N
3428,Mavial Magadan Airlines,H5,MVL,Russia,N
3429,Max Avia,1I,MAI,Kyrgyzstan,N
3430,Max Sea Food,1I,MSF,El Salvador,N
3431,Max-Aviation,1I,MAX,Canada,N
3432,Maxair,8M,MXL,Sweden,Y
3433,Maximus Air Cargo,1I,MXU,United Arab Emirates,N
3434,Maxjet Airways,MY,MXJ,United States,N
3435,Maxsus-Avia,1I,MXS,Uzbekistan,N
3436,May Air Xpress,1I,MXP,United States,N
3437,Maya Island Air,MW,MYD,Belize,Y
3438,Mayair,1I,MYI,Mexico,N
3439,Mbach Air,1I,MBS,Malawi,N
3440,McAlpine Helicopters,1I,MCH,United Kingdom,N
3441,McCall Aviation,1I,MKL,United States,N
3442,McDonnell Douglas,1I,DAC,United States,N
3443,McNeely Charter Services,1I,MDS,United States,N
3444,Med-Trans of Florida,1I,MEK,United States,N
3445,Medavia Company,1I,MDM,Malta,N
3446,Medical Air Rescue Services,1I,MRZ,Zimbabwe,N
3447,Medical Aviation Services,1I,MCL,United Kingdom,N
3448,Mediterranean Air Freight,1I,MDF,Greece,N
3449,Mediterranean Airways,1I,MDY,Egypt,N
3450,Medjet International,1I,MEJ,United States,N
3451,Mega,1I,MGK,Kazakhstan,N
3452,Mega Linhas Aereas,1I,MEL,Brazil,N
3453,Mekong Airlines,1I,MKN,Cambodia,N
3454,Menajet,IM,MNJ,Lebanon,N
3456,Merchant Express Aviation,1I,MXX,Nigeria,N
3457,Mercury Aircourier Service,1I,MEC,United States,N
3458,Meridian,1I,POV,Ukraine,N
3459,Meridian Air Cargo,1I,MRD,United States,N
3460,Meridian Airlines,1I,MHL,Nigeria,N
3461,Meridian Aviation,1I,DSL,United Kingdom,N
3462,Meridian Limited,1I,MEM,Ukraine,N
3463,Meridiana,IG,ISS,Italy,Y
3464,Merlin Airways,1I,MEI,United States,N
3465,Merpati Nusantara Airlines,MZ,MNA,Indonesia,Y
3466,Mesa Airlines,YV,ASH,United States,Y
3467,Mesaba Airlines,XJ,MES,United States,Y
3468,Meta Linhas A,1I,MSQ,Brazil,N
3469,Meteorological Research Flight,1I,MET,United Kingdom,N
3470,Methow Aviation,1I,MER,United States,N
3471,Metro Business Aviation,1I,MVI,United Kingdom,N
3472,Metro Express,1I,MEX,United States,N
3473,Metroflight,1I,MTR,United States,N
3474,Metrojet,1I,MTJ,Hong Kong SAR of China,N
3475,Metropix UK,1I,PIX,United Kingdom,N
3476,Metroplis,1I,MPS,Netherlands,N
3477,Mex Blue,1I,MXB,Mexico,N
3478,Mex-Jet,1I,MJT,Mexico,N
3479,Mexicana de Aviaci,MX,MXA,Mexico,Y
3480,Mexico Transportes Aereos,1I,MXT,Mexico,N
3481,Miami Air Charter,1I,HUR,United States,N
3482,Miami Air International,GL,BSK,United States,N
3483,Miami Valley Aviation,1I,OWL,United States,N
3484,Miapet-Avia,1I,MPT,Armenia,N
3485,Michelin Air Services,1I,BIB,France,N
3486,Micromatter Technology Solutions,1I,WIZ,United Kingdom,N
3487,Mid Airlines,1I,NYL,Sudan,N
3488,Mid-Pacific Airlines,1I,MPA,United States,N
3489,Midamerica Jet,1I,MJR,United States,N
3490,Middle East Airlines,ME,MEA,Lebanon,Y
3491,Midland Airport Services,1I,MID,United Kingdom,N
3492,Midline Air Freight,1I,MFR,United States,N
3493,Midstate Airlines,1I,MIS,United States,N
3494,Midway Airlines,JI,MDW,United States,Y
3495,Midway Express,1I,FLA,United States,N
3496,Midwest Air Freighters,1I,FAX,United States,N
3497,Midwest Airlines,YX,MEP,United States,Y
3498,Midwest Airlines (Egypt),MY,MWA,Egypt,Y
3499,Midwest Aviation,1I,NIT,United States,N
3500,Midwest Aviation Division,1I,MWT,United States,N
3501,Midwest Helicopters De Mexico,1I,HTE,Mexico,N
3502,Millardair,1I,MAB,Canada,N
3503,Millen Corporation,1I,RJM,United Kingdom,N
3504,Millennium Air,1I,MLK,Nigeria,N
3505,Miller Flying Services,1I,MFS,United States,N
3506,Million Air,1I,OXO,United States,N
3507,Mimino,1I,MIM,Russia,N
3508,Mina Airline Company,1I,NAB,Egypt,N
3509,Minair,1I,OMR,Central African Republic,N
3510,Minebea Technologies,1I,EBE,United States,N
3511,Mines Air Services Zambia,1I,MAZ,Zambia,N
3512,Miniliner,1I,MNL,Italy,N
3513,Ministic Air,1I,MNS,Canada,N
3514,Ministry of Agriculture,1I,WDG,WATCHDOG,N
3515,Minsk Aircraft Overhaul Plant,1I,LIR,Belarus,N
3516,Miramichi Air Service,1I,MIR,Canada,N
3517,Miras,1I,MIF,Kazakhstan,N
3518,Misr Overseas Airways,1I,MOS,Egypt,N
3519,Mission Aviation Fellowship,1I,MAF,Indonesia,N
3520,Missionair,1I,MSN,Spain,N
3521,Missions Gouvernemtales Francaises,1I,MRN,France,N
3522,Mississippi State University,1I,BDG,United States,N
3523,Mississippi Valley Airways,1I,MVA,United States,N
3524,Mistral Air,1I,MSA,Italy,N
3525,Mobil Oil,1I,MBO,Canada,N
3526,Mocambique Expresso,1I,MXE,Mozambique,N
3527,Mofaz Air,1I,MFZ,Malaysia,N
3528,Moldaeroservice,1I,MLE,Moldova,N
3529,Moldavian Airlines,2M,MDV,Moldova,Y
3530,Moldova,1I,MVG,Moldova,N
3531,Mombasa Air Safari,1I,RRV,Kenya,N
3532,Monarch Airlines,ZB,MON,United Kingdom,Y
3533,Monarch Airlines,1I,MNH,United States,N
3535,Moncton Flying Club,1I,MFC,Canada,N
3536,Monde Air Charters,1I,MDB,United Kingdom,N
3537,Monerrey Air Taxi,1I,MTI,Mexico,N
3538,Monky Aerotaxis,1I,MKY,Mexico,N
3539,Montenegro Airlines,YM,MGX,Montenegro,Y
3540,Montserrat Airways,1I,MNT,Montserrat,N
3541,Mooney Aircraft Corporation,1I,MNY,United States,N
3542,Morningstar Air Express,1I,MAL,Canada,Y
3543,Morris Air Service,1I,MSS,United States,N
3544,Morrison Flying Service,1I,MRO,United States,N
3545,Moskovia Airlines,3R,GAI,Russia,Y
3546,Mosphil Aero,1I,MPI,Philippines,N
3547,Motor Sich,M9,MSI,Ukraine,Y
3548,Mount Cook Airlines,NM,NZM,New Zealand,N
3549,Mountain Air Cargo,1I,MTN,United States,N
3550,Mountain Air Company,N4,MTC,Sierra Leone,N
3551,Mountain Air Express,1I,PKP,United States,N
3552,Mountain Air Service,1I,BRR,United States,N
3553,Mountain Bird,1I,MBI,United States,N
3554,Mountain High Aviation,1I,MHA,United States,N
3555,Mountain Pacific Air,1I,MPC,Canada,N
3556,Mountain Valley Air Service,1I,MTV,United States,N
3557,Mowhawk Airlines,1I,MOW,United States,N
3558,Mudan Airlines,1I,MDN,Somali Republic,N
3559,Mudanjiang General Aviation,1I,CMJ,China,N
3560,Multi Taxi,1I,MTX,Mexico,N
3561,Multi-Aero,1I,WBR,United States,N
3563,Murmansk Aircompany,1I,MNZ,Russia,N
3564,Murray Air,1I,MUA,United States,N
3565,Musrata Air Transport,1I,MMR,Libya,N
3566,Mustique Airways,1I,MAW,Barbados,N
3567,My Way Airlines,1I,MYW,Italy,N
3568,MyTravel Airways,VZ,MYT,United Kingdom,Y
3569,Myanma Airways,UB,UBA,Myanmar,Y
3570,Myanmar Airways International,8M,MMM,Myanmar,Y
3571,Myflug,1I,MYA,Iceland,Y
3572,Mytravel Airways,1I,VKG,Denmark,N
3573,NEL Cargo,1I,NLG,Ivory Coast,N
3574,NHT Lineas Aereas,1I,NHG,Brazil,N
3575,NZ Warbirds Association,1I,WAR,New Zealand,N
3576,Nacoia Lda,1I,ANL,Angola,N
3577,Nada Air Service,1I,NHZ,Chad,N
3578,Compangnie Nationale Naganagani,1I,BFN,Burkina Faso,N
3579,Nahanni Air Services Ltd,1I,NAH,Canada,N
3580,Nakheel Aviation,1I,NKL,United Arab Emirates,N
3581,Namibia Commerical Aviation,1I,MRE,Namibia,N
3582,Namibian Defence Force,1I,NDF,Namibia,N
3583,Nanjing Airlines,1I,CNJ,China,N
3584,Nantucket Airlines,DV,ACK,United States,N
3585,Nanyah Aviation,1I,NYA,Israel,N
3586,Napier Air Service Inc,1I,NAP,United States,N
3587,Nas Air,1I,NCM,Angola,N
3589,Nasair,UE,NAS,Eritrea,Y
3590,Nashville Jet Charters,1I,NJC,United States,N
3591,Natalco Air Lines,1I,NCO,S,N
3592,Natioanl Air Traffic Controllers Association,1I,NTK,United States,N
3593,National Air Charter,1I,NSR,Indonesia,N
3594,National Air Traffic Services,1I,RFI,United Kingdom,N
3595,National Airlines,1I,NAN,United States,N
3596,National Airlines,N4,NCN,Chile,N
3597,National Airlines,N7,ROK,United States,N
3598,National Airlines,1I,NAL,United States,N
3599,National Airlines,1I,KUS,South Africa,N
3601,National Airways Corporation,1I,LFI,South Africa,N
3602,National Aviation Company,1I,GTY,Egypt,N
3603,National Aviation Consultants,1I,TNC,Canada,N
3604,National Express,1I,NXT,United States,N
3605,National Grid,1I,GRD,United Kingdom,N
3606,National Jet Express,1I,JTE,Australia,N
3607,National Jet Service,1I,AND,United States,N
3608,National Jet Systems,NC,NJS,Australia,Y
3609,National Oceanic and Atmospheric Administration,1I,NAA,United States,N
3610,National Overseas Airlines Company,1I,NOL,Egypt,N
3611,Nationale Luchtvaartschool,1I,NLS,Netherlands,N
3612,Nations Air Express Inc,1I,NAE,United States,N
3613,Nationwide Airlines,CE,NTW,South Africa,Y
